fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,2-Aug-77,3,0,3,1,1,0,1,1
Mario Soto,"6' 0""",145 lbs.,,,,1,0,5,0,0,0,0,0
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,22-Mar-87,3,0,5,1,1,0,1,2
Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,16-Dec-69,1,0,1,1,4,1,1,1
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,23-Oct-88,3,0,4,0,1,1,1,0
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84,5,0,3,1,0,0,1,0
Chris Spang,"6' 2""",170 lbs.,,Orthodox,26-Nov-87,2,0,2,1,0,0,1,1
Mario Souza,"6' 3""",185 lbs.,"79""",Orthodox,20-Oct-96,3,1,1,1,0,0,0,1
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,11-Mar-91,2,0,3,1,2,0,0,1
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,7-Dec-79,3,0,3,1,3,0,1,1
Charon Spain,"5' 9""",155 lbs.,,,11-Mar-88,0,0,0,0,0,0,0,0
Andreas Spang,"6' 1""",185 lbs.,,,7-Nov-78,0,0,0,0,0,0,0,0
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,24-Aug-91,4,0,3,0,2,0,1,2
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,20-Aug-84,3,1,5,0,2,0,0,0
Patrick Speight,"6' 1""",170 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Ron Sparks,"6' 5""",265 lbs.,,,,0,0,0,0,0,0,0,0
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,25-Jun-87,4,0,4,1,0,0,1,0
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,29-Nov-90,3,0,6,0,1,0,0,0
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,,3,1,3,1,2,0,1,2
Nick Sperling,,135 lbs.,,,,1,0,1,1,0,0,0,0
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,28-Sep-66,3,1,2,0,2,0,1,1
Waachiim Spiritwolf,"5' 8""",170 lbs.,,,,10,1,10,0,0,0,0,0
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,31-Jul-90,3,0,5,0,1,1,0,0
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,29-Sep-86,4,0,6,1,1,0,1,1
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,24-Jan-95,4,0,3,1,4,1,1,0
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,12-Oct-84,2,0,2,1,0,0,0,3
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,9-Jan-71,2,0,1,1,0,1,0,0
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,12-May-87,4,1,3,0,3,0,1,1
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,4,1,1,1,4,1,1,1
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,20-May-88,3,0,5,1,2,1,1,0
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,25-Jan-83,3,1,3,1,0,0,1,0
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,,1,0,3,0,7,0,1,0
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,29-Mar-94,3,1,3,1,1,1,0,2
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,9-Nov-89,4,0,3,1,3,0,1,0
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,24-Sep-80,3,0,3,1,0,0,1,0
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,19-Nov-84,3,1,4,1,0,0,1,1
Dion Staring,"6' 1""",235 lbs.,,Orthodox,9-Jun-78,1,0,5,0,0,0,0,0
Lucas Stark,,155 lbs.,,,,2,0,3,1,12,1,0,0
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,6-Jan-75,3,0,4,1,1,0,0,1
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,25-Apr-81,2,0,2,1,2,1,1,0
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,20-Feb-90,2,0,3,1,3,0,0,1
Adam Steele,,170 lbs.,,,,0,0,0,0,0,0,0,0
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,27-Feb-93,4,0,5,1,0,0,1,0
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,26-May-88,4,1,3,1,0,0,1,0
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,27-Jan-88,2,0,2,1,3,0,1,0
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,12-Sep-79,0,0,0,1,0,0,0,0
Eric Steenberg,,155 lbs.,,,22-Jun-83,0,0,0,0,0,0,0,0
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,5-May-81,4,1,2,0,0,1,1,0
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Marc Stevens,"5' 9""",155 lbs.,,,,0,0,2,0,0,0,0,0
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,31-Jul-89,5,0,2,1,2,0,0,1
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,25-May-86,3,0,3,1,1,0,1,0
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-82,2,0,2,1,3,0,0,2
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,19-Mar-82,2,1,3,0,4,1,1,0
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,4,1,2,1,4,0,1,2
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,30-Dec-90,3,0,3,1,2,0,1,0
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,2,0,1,1,0,1,1,1
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,31-Jan-89,1,0,2,0,1,0,1,0
Tyler Stinson,"6' 3""",170 lbs.,,,17-Jan-86,3,0,5,1,1,1,0,1
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,17-Nov-80,3,0,4,0,1,1,1,0
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,2,0,2,1,0,0,0,0
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,2-Feb-80,2,0,6,0,0,0,1,1
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,8-Apr-93,2,0,4,1,0,0,1,1
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,15-Nov-91,2,1,4,0,1,0,1,1
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,28-Dec-92,2,0,2,1,1,1,1,0
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,8-Oct-82,4,0,3,0,1,0,1,1
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,3-Feb-77,3,0,3,1,0,0,0,0
George Stork,"5' 10""",185 lbs.,,,,0,0,0,0,0,0,0,0
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,9-Feb-92,3,0,4,1,3,1,1,0
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,28-Aug-84,4,0,2,1,3,0,1,1
Greg Stott,"5' 7""",220 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Curtis Stout,"6' 1""",185 lbs.,,Southpaw,7-Nov-73,1,1,3,0,0,0,0,0
Tim Stout,"5' 11""",185 lbs.,,,9-Feb-79,0,0,0,0,0,0,0,0
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,23-Apr-84,4,0,4,1,1,0,1,0
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,29-May-91,7,1,8,0,0,0,0,0
Gennaro Strangis,,,,,,0,0,0,0,0,0,0,0
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,1-Mar-79,0,0,4,0,0,0,0,16
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,13-Jul-69,3,0,2,1,1,0,0,0
Daniel Straus,"5' 7""",145 lbs.,"71""",,27-Jul-84,5,0,3,1,1,0,1,1
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,27-Feb-91,5,0,4,1,1,1,1,0
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,6-Jul-87,3,1,3,0,2,0,1,0
Mark Striegl,"5' 8""",135 lbs.,"70""",Southpaw,23-Jun-88,4,0,21,0,0,0,0,0
Josh Stuart,"5' 9""",160 lbs.,,,,0,0,0,0,0,0,0,0
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3,0,4,0,1,0,1,2
Mike Stumpf,"5' 10""",170 lbs.,,,1-Aug-86,3,0,9,0,2,0,0,1
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,,0,0,0,0,0,0,0,0
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,,2,1,1,1,0,0,1,0
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,19-Dec-90,5,1,1,0,6,1,1,1
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,8-Mar-78,2,0,2,0,4,1,1,4
Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,,0,0,0,1,3,1,0,3
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,31-May-70,1,0,2,1,1,1,0,0
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,16-Nov-89,3,0,8,0,3,1,0,0
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,,0,0,2,0,9,1,0,9
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,13-Mar-81,4,0,2,1,1,0,0,1
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,1-Jul-76,2,0,2,1,0,1,1,0
Aji Susilo,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,0
Martin Svensson,"6' 1""",155 lbs.,,,25-Apr-85,2,0,6,0,0,0,0,0
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,30-Jan-91,1,0,3,0,0,0,0,6
Naho Sugiyuma,"5' 1""",105 lbs.,,,3-Feb-78,3,0,2,1,2,1,1,0
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,7-Aug-73,2,1,5,0,0,0,0,0
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,2-Nov-83,5,1,4,1,1,1,1,1
Chad Sutton,"6' 1""",185 lbs.,,,7-Aug-82,0,0,0,0,0,0,0,0
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,29-Jul-93,6,1,4,0,1,0,1,2
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,24-Aug-76,1,0,2,0,0,0,0,0
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,22-Dec-82,1,0,2,1,0,0,1,0
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,27-Jan-78,0,0,10,0,0,0,0,0
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,19-Jun-79,2,0,2,1,1,1,1,1
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,3-Sep-73,0,0,7,0,0,0,0,0
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,5-Mar-76,4,0,3,1,0,1,1,0
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,13-Dec-93,5,1,5,0,0,0,1,0
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Amber Tackett,,115 lbs.,,,,0,0,0,0,0,0,0,0
Joe Taimanglo,"5' 4""",135 lbs.,,,27-Jun-84,4,0,5,1,5,0,1,1
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,15-Feb-92,3,0,4,0,0,0,1,0
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,8-Aug-88,3,0,3,1,1,1,1,0
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,12-Apr-62,0,0,2,0,1,0,0,0
Yoshiki Takahashi,"5' 11""",199 lbs.,,Southpaw,13-Mar-69,2,1,6,0,0,0,1,2
Yoko Takahashi,"5' 8""",150 lbs.,,,20-Apr-73,5,1,9,0,0,0,0,0
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,19-Sep-68,3,1,6,0,1,0,1,0
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,20-Apr-78,0,0,2,0,1,0,0,1
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,8-Dec-79,1,0,2,1,1,1,0,1
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,10-Jun-77,3,0,3,1,1,0,1,0
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81,4,1,3,1,2,1,1,0
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,26-Aug-67,0,0,0,0,0,0,0,0
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,,0,0,27,1,0,0,0,0
Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,31-May-80,4,0,2,1,0,0,0,1
Akihito Tanaka,,,,Southpaw,,0,1,2,0,6,1,0,0
Jason Tan,"5' 10""",170 lbs.,,Orthodox,17-Dec-81,1,0,7,0,0,0,0,0
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,4-Oct-90,2,0,2,1,2,0,0,0
Eli Tamez,"5' 7""",135 lbs.,,,22-Aug-85,0,0,0,0,0,0,0,0
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,17-Dec-69,2,1,1,1,1,1,0,0
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,12-Mar-84,2,1,5,0,1,0,0,0
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,11-Feb-71,3,1,3,1,3,0,0,1
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2,0,2,1,2,0,1,0
Jeremy Tavares,,135 lbs.,,,,0,0,0,0,0,0,0,0
Gary Tapusoa,"5' 7""",185 lbs.,,,,0,0,0,0,0,0,0,0
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,3,0,5,1,0,0,1,0
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,18-Aug-86,2,0,3,1,2,0,1,2
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,8-Nov-84,2,0,2,1,4,0,1,2
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,15-Dec-79,4,0,4,1,0,0,1,1
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3,0,3,1,1,0,1,0
Anthony Taylor,"5' 7""",145 lbs.,,,,0,0,0,0,0,0,0,0
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,2-Jan-83,2,1,1,0,7,1,1,3
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,12-May-79,2,0,1,1,2,0,1,0
Torrance Taylor,"5' 7""",155 lbs.,,,,0,0,0,0,0,0,0,0
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,25-Oct-89,3,0,3,1,0,0,1,0
Shawn Teed,"6' 5""",265 lbs.,,Orthodox,13-Feb-92,1,0,13,0,0,0,0,0
J.T Taylor,"5' 10""",,,,,3,1,4,0,4,1,0,8
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,29-Sep-81,4,1,3,1,3,0,1,0
John Teixeira,"5' 7""",145 lbs.,,Orthodox,18-Nov-86,3,0,3,1,1,0,1,1
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,7-Feb-65,2,0,3,1,1,1,1,0
Ewerton Teixeira,"6' 1""",242 lbs.,,,13-Feb-82,2,0,3,0,0,0,0,0
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-89,6,1,3,1,0,0,1,0
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,28-Oct-79,4,0,4,1,2,0,1,1
Herman Terrado,,170 lbs.,,,,0,0,0,0,0,0,0,0
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,10-May-78,3,0,3,0,3,0,1,0
David Terrell,"6' 1""",185 lbs.,,Southpaw,9-Jan-78,2,1,3,0,6,1,0,6
Jeff Terry,"6' 2""",205 lbs.,,,,1,1,9,0,0,0,1,0
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,3-Feb-88,3,0,4,1,1,0,1,0
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,1-May-89,5,0,4,1,1,0,1,0
James Terry,"5' 10""",170 lbs.,,Orthodox,16-Mar-81,3,0,5,1,3,0,1,0
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,29-Aug-87,1,0,3,1,2,0,0,1
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,18-Aug-75,1,0,17,0,0,0,0,0
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,11-Jul-85,3,0,4,1,1,1,1,1
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,31-May-88,4,0,2,1,1,0,1,0
Nik Theotikos,,185 lbs.,,Orthodox,,0,0,5,0,0,0,0,5
Din Thomas,"5' 9""",155 lbs.,,Orthodox,28-Sep-76,2,0,3,1,1,1,1,1
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,5-Nov-84,2,0,4,0,6,0,0,2
Joel Thomas ,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,27-Mar-81,0,0,5,0,0,0,0,1
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,2,0,2,1,1,0,1,1
Treston Thomison,"5' 8""",145 lbs.,,,,0,0,0,0,0,0,0,0
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,23-Jun-81,2,0,2,0,1,1,0,3
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,3,0,2,1,2,0,1,1
James Thompson,"6' 5""",265 lbs.,,Orthodox,16-Dec-78,5,1,3,0,3,0,1,1
Oli Thompson,"6' 1""",242 lbs.,,Orthodox,2-Jan-80,2,0,5,0,0,0,1,1
Josh Thornburg,"6' 0""",170 lbs.,,,24-May-84,1,1,3,0,2,1,0,2
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,11-Feb-83,4,0,3,1,0,0,1,0
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,14-Mar-84,4,0,4,1,1,0,1,2
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,7-Oct-83,2,0,3,1,4,1,1,1
Chris Tickle,"5' 9""",155 lbs.,,,1-Feb-82,1,0,1,0,1,0,0,2
Nolan Ticman,"5' 6""",125 lbs.,,Orthodox,17-May-88,3,0,3,1,0,0,1,0
Ryan Tobar,,155 lbs.,,,,0,0,0,0,0,0,0,0
Brett Tillis,,145 lbs.,,,,0,0,0,0,0,0,0,0
Andrew Todhunter,"6' 0""",185 lbs.,,Switch,30-Nov-87,0,0,0,0,0,0,0,0
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,24-Dec-92,2,0,3,1,1,0,1,0
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,19-May-94,7,1,5,0,1,0,1,0
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,22-Aug-77,2,0,2,1,1,0,0,2
Anatoly Tokov,"5' 10""",185 lbs.,,,17-Feb-90,4,1,1,1,2,1,1,0
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,31-Mar-83,3,1,2,1,0,0,1,0
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,4-Mar-87,2,0,4,1,2,0,1,0
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,,0,0,1,0,0,0,0,0
James Toney,"5' 9""",220 lbs.,,Orthodox,24-Aug-68,0,0,2,0,0,0,0,0
Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,21-Jan-97,3,0,2,1,4,1,1,4
Carl Toomey,,,,,,0,0,0,0,0,0,0,0
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,31-Jul-78,4,0,8,0,0,0,1,2
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,13-Aug-75,1,0,2,1,4,0,0,1
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,18-Jan-81,4,0,2,1,0,0,0,2
Haven Torres,,125 lbs.,,,,0,0,0,0,0,0,0,0
Abram Torres,"5' 10""",170 lbs.,,,29-Oct-82,0,0,0,0,0,0,0,0
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,2-Aug-92,4,0,10,1,1,0,1,0
Alex Torres,"5' 10""",145 lbs.,,Orthodox,29-May-88,2,0,3,1,2,0,1,0
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,16-Aug-89,4,0,3,1,1,0,1,0
Desmond Torres,"5' 6""",135 lbs.,"69""",Orthodox,6-Jan-97,5,1,12,0,0,0,1,0
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,28-Sep-89,3,0,3,1,0,0,1,0
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,16-Sep-68,1,1,3,1,0,0,0,0
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Alexander Trevino,,170 lbs.,,,,0,0,0,0,0,0,0,0
Dequan Townsend,"6' 3""",205 lbs.,"79""",Orthodox,11-May-86,1,0,4,0,0,0,0,0
Bryan Travers,,155 lbs.,,,11-Apr-83,2,0,4,1,2,0,1,0
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,17-Dec-81,3,0,2,1,1,0,0,0
Angelo Trevino,"5' 11""",170 lbs.,,Switch,10-Jun-93,5,1,4,0,0,0,1,0
Damien Trites,"5' 11""",165 lbs.,,,23-Aug-79,0,0,0,0,0,0,0,0
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,7-May-72,3,0,2,1,2,0,1,1
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,31-Dec-91,3,1,2,1,0,1,1,1
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,25-Jan-83,1,0,3,0,1,0,1,0
Antonio Trocoli,"6' 5""",205 lbs.,"82""",Orthodox,6-Dec-90,1,1,5,0,4,1,1,4
Aaron Trujillo,"5' 5""",125 lbs.,,,,0,0,0,0,0,0,0,0
Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3,0,3,1,1,0,1,1
Reynaldo Trujillo,"5' 9""",155 lbs.,,,1-Jan-82,0,0,0,0,0,0,0,0
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,28-Aug-84,3,0,4,1,0,0,1,1
Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,11-Oct-96,3,0,1,1,4,0,1,0
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,8-Sep-75,1,0,3,0,1,0,0,1
Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,18-Sep-83,3,0,2,1,2,0,0,0
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,17-Jun-86,4,0,4,1,3,0,1,2
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,,0,0,2,0,32,1,0,0
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,17-Apr-86,2,0,3,1,0,0,1,1
Blair Tugman,"6' 0""",135 lbs.,,,,2,1,1,1,8,1,0,0
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,16-Mar-93,4,1,3,1,0,0,0,0
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,14-Jun-69,0,0,0,0,0,0,0,0
Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,15-Jan-91,3,0,3,1,3,0,1,0
Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,26-Dec-91,4,0,3,1,0,0,1,0
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,5-Jun-93,7,0,4,1,0,0,0,0
Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,22-Jul-96,3,0,4,0,3,0,1,1
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,18-May-95,6,0,4,0,1,1,1,2
Courtney Turner,"6' 2""",170 lbs.,,,,0,0,0,0,0,0,0,0
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,8-Aug-84,2,1,3,0,3,1,1,0
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,9-Nov-85,4,1,3,1,2,0,1,0
Austin Tweedy,"5' 9""",155 lbs.,,Orthodox,25-Sep-90,4,1,6,0,0,0,0,0
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,17-Apr-76,0,0,1,0,1,1,0,2
Christian Uflacker,"5' 11""",170 lbs.,,,4-Aug-85,0,0,0,0,0,0,0,0
Andy Uhrich,"6' 0""",170 lbs.,,,,0,0,0,0,0,0,0,0
Carlos Ulberg,"6' 4""",205 lbs.,"77""",Orthodox,7-Nov-90,15,1,9,0,0,0,1,0
Tagir Ulanbekov,"5' 7""",125 lbs.,"70""",Southpaw,7-Aug-91,3,0,3,1,5,0,1,0
Zach Underwood,"6' 2""",185 lbs.,,,,0,0,0,0,0,0,0,0
Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,11-Sep-82,2,0,4,1,1,0,1,0
Jeremy Umphries,,160 lbs.,,,,0,0,0,0,0,0,0,0
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,8-May-75,2,0,2,1,2,0,0,1
Kengo Ura,"5' 9""",165 lbs.,,,20-Jun-81,1,0,2,0,3,0,1,1
Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,17-Sep-87,1,0,2,0,0,0,0,4
Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,9-Oct-93,4,0,6,1,0,0,0,0
Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,26-Sep-85,4,0,5,0,0,0,0,0
Yasuhiro Urushitani,"5' 5""",125 lbs.,,Southpaw,8-Sep-76,3,0,5,1,0,0,1,0
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,11-May-87,5,1,2,1,3,0,1,0
Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,15-Oct-79,1,0,2,1,1,0,0,1
Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,31-Oct-74,3,0,3,1,1,1,1,1
Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,19-Jun-83,4,0,4,1,3,0,0,1
Victor Valenzuela,"5' 10""",155 lbs.,,,,1,1,3,0,0,0,0,0
Egidijus Valavicius,"6' 0""",200 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Timur Valiev,"5' 6""",145 lbs.,"67""",Orthodox,19-Jan-90,6,1,2,1,3,1,1,0
Victor Valimaki,"6' 0""",205 lbs.,,Orthodox,,4,0,3,1,1,0,0,0
Andrew Valladerez,,135 lbs.,,,,0,0,0,0,0,0,0,0
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70""",Orthodox,8-Apr-78,6,0,6,0,0,0,1,0
Matt Van Buren,"6' 5""",205 lbs.,,,12-Jun-86,8,0,7,0,0,0,1,0
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,20-Jun-65,2,0,2,0,1,0,0,0
